fusion_lon,bike_id,type,rental_uris,lon,fusion_lat,is_disabled,lat,name,is_reserved
0,4a09260b6ce18aeb4cc8a8245e9acc4a,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.671378,0,0,41.9107635,4a09260b6ce18aeb4cc8a8245e9acc4a,0
0,d19561900919023187e9ba0aa7ff749e,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.755585432,0,0,41.898645759,d19561900919023187e9ba0aa7ff749e,0
0,729623d020089b1143b655bff1f05e45,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.72675083333333,0,0,41.80608866666667,729623d020089b1143b655bff1f05e45,0
0,d2569eb429a1394f42106336783b0b2a,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.61560433333334,0,0,41.78451316666667,d2569eb429a1394f42106336783b0b2a,0
0,dbbe39780acfff39feb26cad4d4a5e77,electric_scooter,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.66169833333333,0,0,41.89392766666667,dbbe39780acfff39feb26cad4d4a5e77,0
0,f79e1cc16ca4532893c147263b7d30ca,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.68215704,0,0,41.728328109,f79e1cc16ca4532893c147263b7d30ca,0
0,3d1c305dbdaa3bdc48a2b052e5c107cb,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.729098678,0,0,41.915316105,3d1c305dbdaa3bdc48a2b052e5c107cb,0
0,76f75b106494341edb64ff19f3ede3c2,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.651634097,0,0,41.962366581,76f75b106494341edb64ff19f3ede3c2,0
0,e5452c0a23210fa2fef5ff67ba8ec5c6,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.67721916666666,0,0,41.912297,e5452c0a23210fa2fef5ff67ba8ec5c6,0
0,a9783e1b04607ead36a4524be3f5eace,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.787582278,0,0,41.780576348,a9783e1b04607ead36a4524be3f5eace,0
0,0f44a37485b5a1687540bd7bee149272,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.77099483333333,0,0,41.879568166666665,0f44a37485b5a1687540bd7bee149272,0
0,131ba2ae9a7ea2395de6436fb06d5909,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.679845452,0,0,41.943304539,131ba2ae9a7ea2395de6436fb06d5909,0
0,d23b349df103f5ced76b1184a4ef4333,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.670854,0,0,42.021111833333336,d23b349df103f5ced76b1184a4ef4333,0
0,8db1a551f07e0f5c1a03d9098e2d6555,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.69211766666666,0,0,41.82345466666666,8db1a551f07e0f5c1a03d9098e2d6555,0
0,0f71614fd9cbf7988db710d23e12aba2,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.81000033333333,0,0,41.9867805,0f71614fd9cbf7988db710d23e12aba2,0
0,5dd7d08458eb5cc2a2518786cbb29a2b,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.711778,0,0,41.88541716666667,5dd7d08458eb5cc2a2518786cbb29a2b,0
0,f0e400eb4f02e4f35ba023ce2f689f03,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.60614533333333,0,0,41.79202383333333,f0e400eb4f02e4f35ba023ce2f689f03,0
0,9420eb2bc30d3f8628d4832f3753df79,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.80657959,0,0,41.941695571,9420eb2bc30d3f8628d4832f3753df79,0
0,943850382981f977712f98d2df42ffe8,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.69084516666666,0,0,41.81983533333333,943850382981f977712f98d2df42ffe8,0
0,d1f4214e4bf3be5894fc69580ce66d6e,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.72901466666667,0,0,41.961105,d1f4214e4bf3be5894fc69580ce66d6e,0
