num_scooters_available,num_scooters_unavailable,is_installed,legacy_id,num_bikes_available,num_ebikes_available,is_renting,eightd_has_available_keys,num_bikes_disabled,num_docks_available,station_id,is_returning,last_reported,station_status,num_docks_disabled,valet,eightd_active_station_services,num_scooter_spots_available,num_bike_spots_available
0.0,0.0,1,123,6,1,1,False,0,9,a3a5b496-a135-11e9-9cda-0a87ae2ba916,1,1683806834,active,0,,,,
0.0,0.0,1,120,5,0,1,False,0,14,a3a5a48b-a135-11e9-9cda-0a87ae2ba916,1,1683806834,active,0,,,,
0.0,0.0,1,411,6,1,1,False,0,4,a3ad42c3-a135-11e9-9cda-0a87ae2ba916,1,1683806834,active,0,,,,
0.0,0.0,1,134,4,1,1,False,0,13,a3a5f0b8-a135-11e9-9cda-0a87ae2ba916,1,1683806830,active,0,,,,
0.0,0.0,1,654,0,0,1,False,1,10,a3b4728f-a135-11e9-9cda-0a87ae2ba916,1,1683806830,active,0,,,,
0.0,0.0,1,650,5,0,1,False,0,5,a3b45e26-a135-11e9-9cda-0a87ae2ba916,1,1683806830,active,0,,,,
,,1,248,0,0,1,False,0,19,a3a89488-a135-11e9-9cda-0a87ae2ba916,1,1683806833,active,0,,,,
0.0,0.0,1,555,4,1,1,False,0,7,a3b20e8a-a135-11e9-9cda-0a87ae2ba916,1,1683806833,active,0,,,,
0.0,0.0,1,295,3,1,1,False,0,16,a3aa10ca-a135-11e9-9cda-0a87ae2ba916,1,1683806833,active,0,,,,
0.0,0.0,1,485,3,0,1,False,0,12,a3afb917-a135-11e9-9cda-0a87ae2ba916,1,1683806832,active,0,,,,
0.0,0.0,1,573,4,2,1,False,0,7,a3b26acf-a135-11e9-9cda-0a87ae2ba916,1,1683806832,active,0,,,,
2.0,1.0,1,241,7,0,1,False,0,9,a3a8711c-a135-11e9-9cda-0a87ae2ba916,1,1683806837,active,0,,,,
0.0,0.0,1,660,12,7,1,False,0,3,a3b49122-a135-11e9-9cda-0a87ae2ba916,1,1683806838,active,0,,,,
0.0,0.0,1,739,8,1,1,False,0,7,6fd280b0-74de-4a89-947d-3be40afa079c,1,1683806839,active,0,,,,
0.0,0.0,1,738,3,1,1,False,0,12,391d5cd8-c87c-42f8-94df-823f94284005,1,1683806839,active,0,,,,
0.0,0.0,1,511,5,2,1,False,0,10,a3b0bd42-a135-11e9-9cda-0a87ae2ba916,1,1683806840,active,0,,,,
